username,anime_id,my_score,user_id,gender,title,type,source,score,scored_by,rank,popularity,genre,Duration,Rating,Members,Favorites,Completed,On-Hold,Dropped
Nihi,28825,7,3181393,Male,Himouto! Umaru-chan,TV,Manga,7.4,147953,2022,247,"Comedy, School, Seinen, Slice of Life",24 min. per ep.,PG-13 - Teens 13 or older,7823,9,718161,145,418
Ryenn,7054,10,1024583,Female,Kaichou wa Maid-sama!,TV,Manga,8.2,315130,314,71,"Comedy, Romance, School, Shoujo",24 min. per ep.,PG-13 - Teens 13 or older,121063,1632,718161,145,1565
Ryenn,11319,8,1024583,Female,Zero no Tsukaima F,TV,Light novel,7.71,140516,1096,301,"Adventure, Magic, Romance, Ecchi, Fantasy",24 min. per ep.,R - 17+ (violence & profanity),317767,4623,718161,2628,20329
SAMOAK,7472,10,464220,Male,Gintama Movie 1: Shinyaku Benizakura-hen,Movie,Manga,8.57,42409,76,1138,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen",46 min. per ep.,R+ - Mild Nudity,148259,133,150183,749,534
narunetto,8769,8,47402,Male,Ore no Imouto ga Konnani Kawaii Wake ga Nai,TV,Light novel,7.34,248567,2283,110,"Slice of Life, Comedy",23 min. per ep.,R - 17+ (violence & profanity),148259,124,718161,11901,11003
RotvyOckikano,15051,9,2374187,Male,Love Live! School Idol Project,TV,Other,7.62,118299,1300,305,"Slice of Life, Music, School",25 min. per ep.,PG-13 - Teens 13 or older,113627,2261,718161,5871,4897
Jario,2404,8,295988,Male,Zombie-Loan,TV,Manga,7.01,50100,3551,815,"Action, Horror, Shounen, Supernatural",23 min. per ep.,PG-13 - Teens 13 or older,294021,3672,718161,11722,13069
Jario,464,10,295988,Male,One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,Movie,Manga,7.75,27911,998,1586,"Adventure, Comedy, Fantasy, Shounen",1 hr. 37 min.,R - 17+ (violence & profanity),31227,128,208333,1935,351
Jario,35413,9,295988,Male,Imouto sae Ireba Ii.,TV,Light novel,7.54,49378,1524,745,"Comedy, Romance",24 min. per ep.,R+ - Mild Nudity,69684,796,718161,11901,3006
Jario,23079,7,295988,Male,Glasslip,TV,Original,5.53,54228,8321,752,"Romance, Slice of Life, Supernatural",23 min. per ep.,PG-13 - Teens 13 or older,121120,601,718161,71513,7468
Jario,1381,10,295988,Male,Seikai no Monshou Special,Special,Light novel,7.35,1050,2254,6165,"Action, Military, Romance, Sci-Fi, Space",24 min. per ep.,PG-13 - Teens 13 or older,53511,663,718161,712,2716
Skitungen2,10209,7,1388819,Male,Kore wa Zombie Desu ka? OVA,OVA,Light novel,7.52,52585,1578,931,"Action, Harem, Comedy, Supernatural, Magic, Ecchi",23 min. per ep.,PG-13 - Teens 13 or older,16632,43,718161,11901,1212
Jotapelixo,33731,8,6854056,Male,Gabriel DropOut,TV,Manga,7.57,86242,1425,465,"Comedy, Demons, Supernatural, School, Shounen",25 min. per ep.,R - 17+ (violence & profanity),108100,1018,718161,712,2434
clannad187,6956,0,1394989,Male,Working!!,TV,4-koma manga,7.79,126758,913,275,"Slice of Life, Comedy, Romance",24 min. per ep.,R - 17+ (violence & profanity),50151,307,718161,11901,2148
clannad187,20785,0,1394989,Male,Mahouka Koukou no Rettousei,TV,Light novel,7.74,235728,1021,102,"Action, Sci-Fi, Supernatural, Magic, Romance, School",24 min. per ep.,G - All Ages,20422,104,718161,71513,1557
Leyzou,11737,0,329865,Male,Ao no Exorcist Movie,Movie,Manga,7.81,78141,854,570,"Action, Demons, Fantasy, Shounen, Supernatural",20 min. per ep.,PG - Children,148259,20,718161,71513,447
Leyzou,13677,6,329865,Male,Ao no Exorcist Movie Special,Special,Unknown,7.14,8985,3027,2335,"Parody, Comedy",2 hr. 15 min.,PG-13 - Teens 13 or older,876813,17114,208333,1935,1386
Leyzou,12857,0,329865,Male,Star Driver the Movie,Movie,Original,6.75,2469,4552,3818,"Action, Mecha, Romance, Shounen",23 min. per ep.,PG-13 - Teens 13 or older,100343,949,718161,71513,4203
StaticzAvenger,16742,8,3725691,Female,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,TV,Web manga,7.23,188337,2705,150,"Slice of Life, Comedy, School, Shounen",26 min. per ep.,PG-13 - Teens 13 or older,110124,744,718161,71513,4474
StaticzAvenger,25731,9,3725691,Female,Cross Ange: Tenshi to Ryuu no Rondo,TV,Original,7.48,46450,1688,797,"Action, Sci-Fi, Mecha",23 min. per ep.,PG-13 - Teens 13 or older,81917,433,718161,11901,3269
FlameYeo,10087,10,4678376,Male,Fate/Zero,TV,Novel,8.44,374576,139,43,"Action, Supernatural, Magic, Fantasy",24 min. per ep.,PG-13 - Teens 13 or older,72311,673,718161,71513,2840
FlameYeo,30544,0,4678376,Male,Gakusen Toshi Asterisk,TV,Light novel,7.12,149078,3122,250,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi, Supernatural",24 min. per ep.,R - 17+ (violence & profanity),135721,654,718161,145,4104
FlameYeo,30370,9,4678376,Male,Akatsuki no Yona OVA,OVA,Manga,8.15,26863,366,1467,"Action, Comedy, Fantasy, Shoujo",23 min. per ep.,PG-13 - Teens 13 or older,201203,5471,718161,12179,7862
Ryan_,205,0,428415,Male,Samurai Champloo,TV,Original,8.5,298034,105,67,"Action, Adventure, Comedy, Historical, Samurai, Shounen",23 min. per ep.,PG - Children,148259,7,718161,712,205
EvilGauche,4081,10,106366,Male,Natsume Yuujinchou,TV,Manga,8.39,107891,173,229,"Slice of Life, Supernatural, Drama, Fantasy, Shoujo",24 min. per ep.,PG-13 - Teens 13 or older,148259,184,718161,12737,7951
EvilGauche,31404,10,106366,Male,Netoge no Yome wa Onnanoko ja Nai to Omotta?,TV,Light novel,7.08,117011,3278,307,"Game, Comedy, Romance, Ecchi, School",23 min. per ep.,R - 17+ (violence & profanity),158482,647,718161,11901,8559
EvilGauche,9982,9,106366,Male,Fairy Tail OVA,OVA,Manga,7.75,62205,983,818,"Comedy, Magic, Ecchi, Fantasy, Shounen",25 min. per ep.,PG-13 - Teens 13 or older,25243,41,718161,71513,1740
EvilGauche,10886,0,106366,Male,Nurarihyon no Mago: Jump Super Anime Tour Special,Special,Unknown,6.61,1797,5165,4908,"Action, Supernatural, Demons, Sports, Shounen",28 min. per ep.,PG-13 - Teens 13 or older,148259,6,150183,3124,193
EvilGauche,9252,0,106366,Male,Break Blade 3: Kyoujin no Ato,Movie,Manga,7.89,30114,709,1574,"Action, Fantasy, Mecha, Military, Shounen",25 min. per ep.,PG-13 - Teens 13 or older,195978,2284,718161,71513,11986
EvilGauche,14073,7,106366,Male,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu,ONA,Manga,6.29,6455,6432,2720,"Comedy, Ecchi, Parody, School, Shounen",24 min. per ep.,G - All Ages,27718,141,718161,71513,1595
abdul18,225,7,606789,Male,Dragon Ball GT,TV,Manga,6.67,205925,4883,204,"Action, Adventure, Comedy, Fantasy, Magic, Sci-Fi, Shounen, Super Power",21 min.,G - All Ages,148259,141,150183,1935,70
SteffySama,14467,8,6434255,Female,K,TV,Original,7.68,206756,1153,121,"Action, Super Power, Supernatural",22 min. per ep.,PG-13 - Teens 13 or older,73554,436,718161,712,2410
MonkeyDLuffyGir,1889,10,21759,Female,Higurashi no Naku Koro ni Kai,TV,Visual novel,8.35,147214,193,251,"Mystery, Psychological, Supernatural, Thriller",22 min. per ep.,PG-13 - Teens 13 or older,148259,117,718161,712,601
ellowel,512,0,9352,Male,Majo no Takkyuubin,Movie,Novel,8.29,139857,250,340,"Adventure, Comedy, Drama, Magic, Romance, Fantasy",24 min. per ep.,PG-13 - Teens 13 or older,127239,2086,718161,71513,4211
ellowel,31964,8,9352,Male,Boku no Hero Academia,TV,Manga,8.44,494037,137,27,"Action, Comedy, School, Shounen, Super Power",24 min. per ep.,G - All Ages,148259,73,718161,1746,603
ellowel,497,0,9352,Male,Yami to Boushi to Hon no Tabibito,TV,Visual novel,6.68,8033,4872,2570,"Adventure, Ecchi, Fantasy, Magic, Mystery, Shoujo Ai",23 min. per ep.,PG-13 - Teens 13 or older,148259,46,718161,145,699
ellowel,1000,0,9352,Male,Uchuu Kaizoku Captain Herlock,TV,Manga,7.82,5375,852,2673,"Action, Sci-Fi, Adventure, Space, Drama, Seinen",25 min. per ep.,PG-13 - Teens 13 or older,229315,6949,718161,71513,4915
lila94,93,0,502880,Female,Mobile Suit Gundam SEED,TV,Original,7.88,65885,744,761,"Action, Space, Mecha, Romance, Military, Drama, Sci-Fi",23 min. per ep.,PG-13 - Teens 13 or older,134642,691,718161,712,751
Xephia,1562,4,117438,Female,Yamato Nadeshiko Shichihenge♥,TV,Manga,7.86,56700,788,813,"Comedy, Shoujo",1 hr. 45 min.,PG-13 - Teens 13 or older,148259,469,208333,1935,348
Aria-da-Capo,12189,6,3935001,Male,Hyouka,TV,Novel,8.15,241642,372,73,"Mystery, School, Slice of Life",23 min. per ep.,PG-13 - Teens 13 or older,225891,1584,718161,11901,11599
Aria-da-Capo,10396,2,3935001,Male,Ben-To,TV,Light novel,7.42,104118,1922,388,"Action, Comedy, Martial Arts",30 min. per ep.,PG-13 - Teens 13 or older,76962,95,150183,749,456
Aria-da-Capo,6964,0,3935001,Male,Yuu☆Yuu☆Hakusho Picture Drama,Special,Manga,6.79,2506,4382,4561,"Action, Martial Arts, Comedy, Demons, Shounen",46 min.,PG-13 - Teens 13 or older,53291,49,47981,1935,168
Aria-da-Capo,3015,0,3935001,Male,Ginga Eiyuu Densetsu Gaiden: Ougon no Tsubasa,Movie,Novel,6.32,3782,6307,3934,"Action, Drama, Military, Sci-Fi, Shounen, Space",46 min.,PG-13 - Teens 13 or older,48221,23,47981,1935,182
Aria-da-Capo,21667,0,3935001,Male,Non Non Biyori: Okinawa e Ikukoto ni Natta,OVA,Manga,7.64,18216,1256,1991,"Comedy, School, Seinen, Slice of Life",24 min. per ep.,R+ - Mild Nudity,85634,259,718161,11901,4208
Aria-da-Capo,3930,0,3935001,Male,Issunboushi no Shusse,Movie,Original,4.64,491,9297,8563,Supernatural,30 min. per ep.,R+ - Mild Nudity,33232,125,150183,860,438
Aria-da-Capo,22385,0,3935001,Male,a_caFe,Music,Original,4.6,292,9320,9430,"Fantasy, Music",23 min. per ep.,PG-13 - Teens 13 or older,147889,926,718161,145,4175
Miau,2924,0,126587,Male,ef: A Tale of Memories.,TV,Visual novel,8.05,82024,486,436,"Mystery, Drama, Romance",25 min. per ep.,PG-13 - Teens 13 or older,77733,192,718161,145,2083
Thedrek,6325,9,96506,Male,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,Movie,Manga,7.47,62047,1738,827,"Action, Comedy, Martial Arts, Shounen, Super Power",15 min. per ep.,R+ - Mild Nudity,148259,51,718161,11901,1638
Thedrek,6166,7,96506,Male,Asobi ni Iku yo!,TV,Light novel,6.8,58636,4301,706,"Comedy, Ecchi, Harem, Romance, Sci-Fi",23 min. per ep.,R+ - Mild Nudity,95801,602,718161,11901,4861
PvMVirus,11597,8,2355709,Male,Nisemonogatari,TV,Light novel,8.2,215305,318,146,"Mystery, Comedy, Supernatural, Ecchi",2 hr. 5 min.,PG - Children,1245727,25610,208333,1935,1437
PvMVirus,4181,9,2355709,Male,Clannad: After Story,TV,Visual novel,9.01,363239,14,55,"Slice of Life, Comedy, Supernatural, Drama, Romance",24 min. per ep.,PG-13 - Teens 13 or older,22832,133,718161,2628,5484
PvMVirus,16444,6,2355709,Male,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?: Onsen Manyuuki,OVA,Light novel,7.37,33446,2154,1403,"Fantasy, Supernatural",29 min. per ep.,R+ - Mild Nudity,23075,107,150183,595,472
Cleaye,21,9,3095469,Male,One Piece,TV,Manga,8.54,423868,91,35,"Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen",30 min. per ep.,Rx - Hentai,148259,38,150183,860,265
Cleaye,11771,8,3095469,Male,Kuroko no Basket,TV,Manga,8.37,288339,183,85,"Comedy, School, Shounen, Sports",24 min. per ep.,PG-13 - Teens 13 or older,148259,35,718161,145,1630
Cleaye,477,0,3095469,Male,Aria The Animation,TV,Manga,7.75,30627,978,896,"Fantasy, Sci-Fi, Shounen, Slice of Life",24 min. per ep.,R - 17+ (violence & profanity),892196,29414,718161,71513,19921
Cleaye,31636,5,3095469,Male,Dagashi Kashi,TV,Manga,6.71,94017,4695,333,"Slice of Life, Comedy, Shounen",24 min. per ep.,PG-13 - Teens 13 or older,25344,117,718161,1207,13925
Cleaye,30205,7,3095469,Male,Aoharu x Kikanjuu,TV,Manga,7.29,62894,2450,619,"Action, Comedy, Sports, Shounen",25 min. per ep.,R - 17+ (violence & profanity),51172,487,150183,712,1566
Cleaye,9032,8,3095469,Male,Inazuma Eleven: Saikyou Gundan Ogre Shuurai,Movie,Unknown,7.46,6026,1775,3663,"Shounen, Sports, Super Power",33 min. per ep.,PG-13 - Teens 13 or older,56984,317,150183,749,597
Derdodo,3841,10,143124,Male,Chi&#039;s Sweet Home,TV,Manga,7.79,16579,893,1688,"Comedy, Slice of Life",25 min. per ep.,PG-13 - Teens 13 or older,61604,423,718161,71513,2575
SocialAwkward,16592,0,441230,Female,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,TV,Game,7.47,241645,1718,107,"Mystery, Psychological, School",24 min. per ep.,R+ - Mild Nudity,194975,3665,718161,22563,17404
alysael,121,5,229122,Female,Fullmetal Alchemist,TV,Manga,8.29,491403,247,21,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",30 min. per ep.,Rx - Hentai,148259,14,150183,112,122
alysael,10271,0,229122,Female,Gyakkyou Burai Kaiji: Hakairoku-hen,TV,Manga,8.28,46628,255,1009,"Game, Psychological, Thriller, Seinen",1 hr. 24 min.,PG-13 - Teens 13 or older,148259,104,208333,1935,142
ButterflyBoi,11703,6,3075091,Male,Code:Breaker,TV,Manga,6.98,90930,3631,437,"Action, Comedy, School, Shounen, Super Power, Supernatural",29 min. per ep.,Rx - Hentai,3074,5,150183,749,139
ButterflyBoi,10357,0,3075091,Male,Jinrui wa Suitai Shimashita,TV,Light novel,7.87,40680,756,723,"Comedy, Fantasy, Seinen",30 min. per ep.,Rx - Hentai,2097,4,150183,749,100
ButterflyBoi,31376,0,3075091,Male,Flying Witch,TV,Manga,7.61,58827,1323,572,"Slice of Life, Comedy, Supernatural, Magic, Shounen",28 min. per ep.,PG-13 - Teens 13 or older,148259,3,150183,595,72
Dinamet7,885,0,69982,Female,Tenshi no Tamago,OVA,Original,7.63,20757,1282,1478,"Fantasy, Dementia, Drama",48 min.,PG-13 - Teens 13 or older,2450,3,208333,1935,65
Dinamet7,21327,7,69982,Female,Isshuukan Friends.,TV,4-koma manga,7.65,91254,1219,411,"Slice of Life, Comedy, School, Shounen",30 min. per ep.,Rx - Hentai,2432,13,150183,860,141
Dinamet7,117,0,69982,Female,El Hazard: The Magnificent World,OVA,Original,7.4,5449,2010,3411,"Adventure, Comedy, Fantasy, Romance",23 min. per ep.,PG-13 - Teens 13 or older,43756,420,718161,71513,1736
Dinamet7,731,8,69982,Female,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,Music,Music,8.17,25557,349,1751,"Adventure, Drama, Music, Sci-Fi",1 hr. 19 min.,R - 17+ (violence & profanity),13414,33,208333,1935,136
Maebara_Keiichi,153,8,157934,Male,Juuni Kokuki,TV,Novel,8.13,28791,399,1016,"Action, Adventure, Fantasy, Magic, Supernatural",30 min. per ep.,Rx - Hentai,2254,7,150183,3124,119
Elyasis,10218,0,4631725,Male,Berserk: Ougon Jidai-hen I - Haou no Tamago,Movie,Manga,7.88,70849,731,796,"Action, Military, Adventure, Demons, Supernatural, Fantasy, Seinen",30 min. per ep.,Rx - Hentai,148259,93,150183,112,324
Elyasis,5341,0,4631725,Male,Ookami to Koushinryou II,TV,Light novel,8.43,161240,151,240,"Adventure, Historical, Romance, Fantasy",25 min. per ep.,R+ - Mild Nudity,148259,33,718161,712,957
Elyasis,16353,0,4631725,Male,Love Lab,TV,Manga,7.44,46120,1854,781,"Comedy, Romance, School",24 min. per ep.,PG-13 - Teens 13 or older,735546,13454,718161,27310,23902
Elyasis,32924,7,4631725,Male,Urara Meirochou,TV,4-koma manga,7.19,20709,2875,1163,"Slice of Life, Comedy, Fantasy, Seinen",23 min. per ep.,PG-13 - Teens 13 or older,472177,1878,718161,11722,21120
Elyasis,16199,0,4631725,Male,Girls & Panzer: Shoukai Shimasu!,Special,Original,6.6,7211,5204,3239,"Military, School",25 min. per ep.,R+ - Mild Nudity,1187921,23830,718161,712,40191
ViewtifulFella,8426,0,1356757,Male,Hourou Musuko,TV,Manga,7.79,24714,898,1141,"Slice of Life, Drama, Romance, School",25 min. per ep.,PG-13 - Teens 13 or older,610114,23432,150183,595,13319
ViewtifulFella,31933,8,1356757,Male,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,TV,Manga,8.63,99372,64,432,"Action, Adventure, Comedy, Supernatural, Drama, Shounen",25 min. per ep.,R - 17+ (violence & profanity),286869,3283,718161,71513,17659
ViewtifulFella,31645,0,1356757,Male,Persona 5 the Animation: The Day Breakers,Special,Game,7.33,15370,2318,2097,"Action, Supernatural, Fantasy",24 min. per ep.,R - 17+ (violence & profanity),30291,142,718161,145,1967
AnimeFan71194,325,0,189811,Female,Peach Girl,TV,Manga,7.13,31439,3094,1362,"Slice of Life, Drama, Romance, Shoujo",24 min. per ep.,R - 17+ (violence & profanity),32762,155,718161,1207,3016
otakumuch,855,8,9767,Female,Strawberry Panic,TV,Other,7.41,38116,1994,959,"Drama, Romance, School, Shoujo Ai",12 min. per ep.,PG - Children,6599,6,718161,71513,493
jabcook,2030,0,26570,Male,El Cazador de la Bruja,TV,Original,7.29,12814,2457,1857,"Adventure, Drama, Mystery",25 min. per ep.,PG - Children,338021,12901,718161,20936,14348
Imberqqi,11757,8,3986053,Male,Sword Art Online,TV,Light novel,7.64,915986,1259,3,"Action, Adventure, Fantasy, Game, Romance",25 min. per ep.,G - All Ages,148259,262,718161,1830,1509
amcsi,395,5,36666,Male,Gantz 2nd Stage,TV,Manga,7.22,65804,2717,817,"Action, Sci-Fi, Horror, Psychological, Supernatural, Drama, Ecchi",24 min. per ep.,G - All Ages,148259,5,718161,71513,288
amcsi,343,8,36666,Male,Tsukuyomi: Moon Phase,TV,Manga,7.1,21039,3218,1475,"Comedy, Romance, Vampire, Fantasy, Seinen",25 min.,PG-13 - Teens 13 or older,252940,11827,718161,187919,36141
amcsi,348,5,36666,Male,Binzume Yousei,TV,Original,6.52,6020,5505,3175,"Comedy, Fantasy, Magic, Slice of Life",23 min. per ep.,PG-13 - Teens 13 or older,14745,29,718161,71513,1049
jockerint,174,7,160681,Male,Tenjou Tenge,TV,Manga,7.05,64618,3390,678,"Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen",24 min. per ep.,PG-13 - Teens 13 or older,379048,9241,718161,2628,17462
jockerint,10073,0,160681,Male,Seikon no Qwaser II,TV,Manga,6.61,37777,5179,1014,"Action, Super Power, Supernatural, Ecchi, Seinen",23 min. per ep.,PG-13 - Teens 13 or older,54580,273,718161,2811,2913
lmismyl,323,0,65655,Male,Mousou Dairinin,TV,Original,7.73,76944,1047,419,"Mystery, Dementia, Police, Psychological, Supernatural, Drama, Thriller",24 min. per ep.,R - 17+ (violence & profanity),193810,3521,718161,11901,7951
lmismyl,1066,9,65655,Male,Shakugan no Shana Specials,Special,Unknown,7.19,15807,2873,2133,"Comedy, Parody",25 min. per ep.,PG-13 - Teens 13 or older,150618,1330,718161,145,4546
Acidblood,486,0,360834,Male,Kino no Tabi: The Beautiful World,TV,Light novel,8.44,51109,140,560,"Action, Adventure, Slice of Life, Psychological",23 min. per ep.,R+ - Mild Nudity,123337,329,718161,4061,7118
Acidblood,1536,0,360834,Male,Busou Renkin,TV,Manga,7.46,58767,1756,666,"Action, Fantasy, Supernatural, Comedy, School, Shounen",23 min. per ep.,R - 17+ (violence & profanity),34951,210,718161,712,1006
Acidblood,8795,8,360834,Male,Panty & Stocking with Garterbelt,TV,Original,7.77,105971,950,362,"Action, Comedy, Parody, Supernatural, Ecchi",22 min. per ep.,PG-13 - Teens 13 or older,100585,1322,718161,712,5043
trinicanh,90,10,1314795,Male,Mobile Suit Gundam Wing,TV,Original,7.84,59894,817,845,"Action, Military, Sci-Fi, Space, Drama, Mecha",25 min. per ep.,R - 17+ (violence & profanity),589324,20870,718161,5473,18032
trinicanh,11319,5,1314795,Male,Zero no Tsukaima F,TV,Light novel,7.71,140516,1096,301,"Adventure, Magic, Romance, Ecchi, Fantasy",24 min. per ep.,PG-13 - Teens 13 or older,84354,381,718161,1094,6987
trinicanh,1830,0,1314795,Male,Utawarerumono Specials,Special,Unknown,7.71,6595,1096,3356,"Action, Fantasy, Comedy, Drama",24 min. per ep.,PG-13 - Teens 13 or older,20801,123,718161,71513,7951
Arl-,11013,8,514194,Male,Inu x Boku SS,TV,Manga,7.63,139250,1274,231,"Comedy, Supernatural, Romance, Shounen",23 min. per ep.,PG-13 - Teens 13 or older,96555,262,718161,145,4370
Arl-,23283,9,514194,Male,Zankyou no Terror,TV,Original,8.21,284077,311,76,"Mystery, Psychological, Thriller",24 min. per ep.,PG-13 - Teens 13 or older,588434,17186,718161,54480,47273
Arl-,5300,8,514194,Male,Zoku Natsume Yuujinchou,TV,Manga,8.62,77455,68,558,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",23 min. per ep.,PG-13 - Teens 13 or older,97615,1143,718161,10474,11073
Arl-,32093,7,514194,Male,Tanaka-kun wa Itsumo Kedaruge,TV,Web manga,8.03,76536,524,478,"Slice of Life, Comedy, School",25 min. per ep.,PG-13 - Teens 13 or older,91225,1475,718161,1830,8528
Areq,4981,8,167475,Male,Casshern Sins,TV,Other,7.59,35726,1373,865,"Action, Adventure, Drama, Psychological, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,148259,149,718161,71513,1998
Areq,21995,6,167475,Male,Ao Haru Ride,TV,Manga,7.83,184367,823,170,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",23 min. per ep.,PG-13 - Teens 13 or older,29653,397,718161,71513,1893
Areq,532,7,167475,Male,Bishoujo Senshi Sailor Moon S,TV,Manga,7.91,45311,671,1034,"Drama, Magic, Romance, Shoujo",26 min. per ep.,PG-13 - Teens 13 or older,11181,25,150183,595,187
Areq,31765,6,167475,Male,Sword Art Online Movie: Ordinal Scale,Movie,Light novel,8.09,113031,451,316,"Action, Game, Adventure, Romance, Fantasy",26 min. per ep.,PG-13 - Teens 13 or older,148259,14,150183,408,131
Areq,6675,6,167475,Male,Redline,Movie,Original,8.33,90299,212,511,"Action, Sci-Fi, Cars, Sports",25 min.,PG-13 - Teens 13 or older,130748,551,150183,1935,635
Areq,14175,7,167475,Male,Hanasaku Iroha: Home Sweet Home,Movie,Original,7.96,20620,597,1557,"Slice of Life, Comedy, Drama",24 min. per ep.,R+ - Mild Nudity,131435,439,718161,712,8534
